count_type,count,parish_id,id,week_id,year_range,year_id,split_year
Buried,2,114,5223,1668-1669-41,1668-1669,1669,1668/1669
Plague,,114,5224,1668-1669-41,1668-1669,1669,1668/1669
Buried,,115,5225,1668-1669-41,1668-1669,1669,1668/1669
Plague,,115,5226,1668-1669-41,1668-1669,1669,1668/1669
Buried,,116,5227,1668-1669-41,1668-1669,1669,1668/1669
Plague,,116,5228,1668-1669-41,1668-1669,1669,1668/1669
Buried,,118,5229,1668-1669-41,1668-1669,1669,1668/1669
Plague,,118,5230,1668-1669-41,1668-1669,1669,1668/1669
Buried,,121,5231,1668-1669-41,1668-1669,1669,1668/1669
Plague,,121,5232,1668-1669-41,1668-1669,1669,1668/1669
Buried,4,122,5233,1668-1669-41,1668-1669,1669,1668/1669
Plague,,122,5234,1668-1669-41,1668-1669,1669,1668/1669
Buried,1,123,5235,1668-1669-41,1668-1669,1669,1668/1669
Plague,,123,5236,1668-1669-41,1668-1669,1669,1668/1669
Buried,3,124,5237,1668-1669-41,1668-1669,1669,1668/1669
Plague,,124,5238,1668-1669-41,1668-1669,1669,1668/1669
Buried,6,125,5239,1668-1669-41,1668-1669,1669,1668/1669
Plague,,125,5240,1668-1669-41,1668-1669,1669,1668/1669
Buried,,126,5241,1668-1669-41,1668-1669,1669,1668/1669
Plague,,126,5242,1668-1669-41,1668-1669,1669,1668/1669
Buried,1,127,5243,1668-1669-41,1668-1669,1669,1668/1669
Plague,,127,5244,1668-1669-41,1668-1669,1669,1668/1669
Buried,1,128,5245,1668-1669-41,1668-1669,1669,1668/1669
Plague,,128,5246,1668-1669-41,1668-1669,1669,1668/1669
Buried,,132,5247,1668-1669-41,1668-1669,1669,1668/1669
Plague,,132,5248,1668-1669-41,1668-1669,1669,1668/1669
Buried,31,19,5249,1668-1669-41,1668-1669,1669,1668/1669
Plague,,19,5250,1668-1669-41,1668-1669,1669,1668/1669
Buried,9,28,5251,1668-1669-41,1668-1669,1669,1668/1669
Plague,,28,5252,1668-1669-41,1668-1669,1669,1668/1669
Buried,3,29,5253,1668-1669-41,1668-1669,1669,1668/1669
Plague,,29,5254,1668-1669-41,1668-1669,1669,1668/1669
Buried,9,38,5255,1668-1669-41,1668-1669,1669,1668/1669
Plague,,38,5256,1668-1669-41,1668-1669,1669,1668/1669
Buried,,10,5257,1668-1669-41,1668-1669,1669,1668/1669
Plague,,10,5258,1668-1669-41,1668-1669,1669,1668/1669
Buried,4,34,5259,1668-1669-41,1668-1669,1669,1668/1669
Plague,,34,5260,1668-1669-41,1668-1669,1669,1668/1669
Buried,22,35,5261,1668-1669-41,1668-1669,1669,1668/1669
Plague,,35,5262,1668-1669-41,1668-1669,1669,1668/1669
Buried,18,37,5263,1668-1669-41,1668-1669,1669,1668/1669
Plague,,37,5264,1668-1669-41,1668-1669,1669,1668/1669
Buried,4,44,5265,1668-1669-41,1668-1669,1669,1668/1669
Plague,,44,5266,1668-1669-41,1668-1669,1669,1668/1669
Buried,8,51,5267,1668-1669-41,1668-1669,1669,1668/1669
Plague,1,51,5268,1668-1669-41,1668-1669,1669,1668/1669
Buried,52,52,5269,1668-1669-41,1668-1669,1669,1668/1669
Plague,,52,5270,1668-1669-41,1668-1669,1669,1668/1669
Buried,20,117,5271,1668-1669-41,1668-1669,1669,1668/1669
Plague,,117,5272,1668-1669-41,1668-1669,1669,1668/1669
Buried,21,16,5273,1668-1669-41,1668-1669,1669,1668/1669
Plague,,16,5274,1668-1669-41,1668-1669,1669,1668/1669
Buried,17,15,5275,1668-1669-41,1668-1669,1669,1668/1669
Plague,,15,5276,1668-1669-41,1668-1669,1669,1668/1669
Buried,2,129,5277,1668-1669-41,1668-1669,1669,1668/1669
Plague,,129,5278,1668-1669-41,1668-1669,1669,1668/1669
Buried,1,131,5279,1668-1669-41,1668-1669,1669,1668/1669
Plague,,131,5280,1668-1669-41,1668-1669,1669,1668/1669
Buried,,9,5281,1668-1669-41,1668-1669,1669,1668/1669
Plague,,9,5282,1668-1669-41,1668-1669,1669,1668/1669
Buried,28,53,5283,1668-1669-41,1668-1669,1669,1668/1669
Plague,,53,5284,1668-1669-41,1668-1669,1669,1668/1669
Buried,7,12,5285,1668-1669-41,1668-1669,1669,1668/1669
Plague,,12,5286,1668-1669-41,1668-1669,1669,1668/1669
Buried,14,56,5287,1668-1669-41,1668-1669,1669,1668/1669
Plague,,56,5288,1668-1669-41,1668-1669,1669,1668/1669
Buried,5,64,5289,1668-1669-41,1668-1669,1669,1668/1669
Plague,,64,5290,1668-1669-41,1668-1669,1669,1668/1669
Buried,11,13,5291,1668-1669-41,1668-1669,1669,1668/1669
Plague,,13,5292,1668-1669-41,1668-1669,1669,1668/1669
Buried,15,69,5293,1668-1669-41,1668-1669,1669,1668/1669
Plague,,69,5294,1668-1669-41,1668-1669,1669,1668/1669
Buried,18,70,5295,1668-1669-41,1668-1669,1669,1668/1669
Plague,,70,5296,1668-1669-41,1668-1669,1669,1668/1669
Buried,7,89,5297,1668-1669-41,1668-1669,1669,1668/1669
Plague,,89,5298,1668-1669-41,1668-1669,1669,1668/1669
Buried,5,92,5299,1668-1669-41,1668-1669,1669,1668/1669
Plague,,92,5300,1668-1669-41,1668-1669,1669,1668/1669
Buried,27,96,5301,1668-1669-41,1668-1669,1669,1668/1669
Plague,,96,5302,1668-1669-41,1668-1669,1669,1668/1669
Buried,,120,5303,1668-1669-41,1668-1669,1669,1668/1669
Plague,,120,5304,1668-1669-41,1668-1669,1669,1668/1669
Buried,2,14,5305,1668-1669-41,1668-1669,1669,1668/1669
Plague,,14,5306,1668-1669-41,1668-1669,1669,1668/1669
Buried,43,130,5307,1668-1669-41,1668-1669,1669,1668/1669
Plague,,130,5308,1668-1669-41,1668-1669,1669,1668/1669
Buried,14,40,5309,1668-1669-41,1668-1669,1669,1668/1669
Plague,,40,5310,1668-1669-41,1668-1669,1669,1668/1669
Buried,7,119,5311,1668-1669-41,1668-1669,1669,1668/1669
Plague,,119,5312,1668-1669-41,1668-1669,1669,1668/1669
Buried,38,77,5313,1668-1669-41,1668-1669,1669,1668/1669
Plague,,77,5314,1668-1669-41,1668-1669,1669,1668/1669
Buried,4,93,5315,1668-1669-41,1668-1669,1669,1668/1669
Plague,,93,5316,1668-1669-41,1668-1669,1669,1668/1669
Buried,14,76,5317,1668-1669-41,1668-1669,1669,1668/1669
Plague,,76,5318,1668-1669-41,1668-1669,1669,1668/1669
Buried,,133,5319,1668-1669-41,1668-1669,1669,1668/1669
Plague,,133,5320,1668-1669-41,1668-1669,1669,1668/1669
Buried,,17,5321,1668-1669-42,1668-1669,1669,1668/1669
Plague,,17,5322,1668-1669-42,1668-1669,1669,1668/1669
Buried,3,1,5323,1668-1669-42,1668-1669,1669,1668/1669
Plague,,1,5324,1668-1669-42,1668-1669,1669,1668/1669
Buried,,2,5325,1668-1669-42,1668-1669,1669,1668/1669
Plague,,2,5326,1668-1669-42,1668-1669,1669,1668/1669
Buried,1,3,5327,1668-1669-42,1668-1669,1669,1668/1669
Plague,,3,5328,1668-1669-42,1668-1669,1669,1668/1669
Buried,,4,5329,1668-1669-42,1668-1669,1669,1668/1669
Plague,,4,5330,1668-1669-42,1668-1669,1669,1668/1669
Buried,,5,5331,1668-1669-42,1668-1669,1669,1668/1669
Plague,,5,5332,1668-1669-42,1668-1669,1669,1668/1669
Buried,,6,5333,1668-1669-42,1668-1669,1669,1668/1669
Plague,,6,5334,1668-1669-42,1668-1669,1669,1668/1669
Buried,,7,5335,1668-1669-42,1668-1669,1669,1668/1669
Plague,,7,5336,1668-1669-42,1668-1669,1669,1668/1669
Buried,2,8,5337,1668-1669-42,1668-1669,1669,1668/1669
Plague,,8,5338,1668-1669-42,1668-1669,1669,1668/1669
Buried,,18,5339,1668-1669-42,1668-1669,1669,1668/1669
Plague,,18,5340,1668-1669-42,1668-1669,1669,1668/1669
Buried,,20,5341,1668-1669-42,1668-1669,1669,1668/1669
Plague,,20,5342,1668-1669-42,1668-1669,1669,1668/1669
Buried,1,21,5343,1668-1669-42,1668-1669,1669,1668/1669
Plague,,21,5344,1668-1669-42,1668-1669,1669,1668/1669
Buried,5,22,5345,1668-1669-42,1668-1669,1669,1668/1669
Plague,,22,5346,1668-1669-42,1668-1669,1669,1668/1669
Buried,,23,5347,1668-1669-42,1668-1669,1669,1668/1669
Plague,,23,5348,1668-1669-42,1668-1669,1669,1668/1669
Buried,2,24,5349,1668-1669-42,1668-1669,1669,1668/1669
Plague,,24,5350,1668-1669-42,1668-1669,1669,1668/1669
Buried,,25,5351,1668-1669-42,1668-1669,1669,1668/1669
Plague,,25,5352,1668-1669-42,1668-1669,1669,1668/1669
Buried,1,26,5353,1668-1669-42,1668-1669,1669,1668/1669
Plague,,26,5354,1668-1669-42,1668-1669,1669,1668/1669
Buried,1,27,5355,1668-1669-42,1668-1669,1669,1668/1669
Plague,,27,5356,1668-1669-42,1668-1669,1669,1668/1669
Buried,,30,5357,1668-1669-42,1668-1669,1669,1668/1669
Plague,,30,5358,1668-1669-42,1668-1669,1669,1668/1669
Buried,,31,5359,1668-1669-42,1668-1669,1669,1668/1669
Plague,,31,5360,1668-1669-42,1668-1669,1669,1668/1669
Buried,,32,5361,1668-1669-42,1668-1669,1669,1668/1669
Plague,,32,5362,1668-1669-42,1668-1669,1669,1668/1669
Buried,,33,5363,1668-1669-42,1668-1669,1669,1668/1669
Plague,,33,5364,1668-1669-42,1668-1669,1669,1668/1669
Buried,,36,5365,1668-1669-42,1668-1669,1669,1668/1669
Plague,,36,5366,1668-1669-42,1668-1669,1669,1668/1669
Buried,2,11,5367,1668-1669-42,1668-1669,1669,1668/1669
Plague,,11,5368,1668-1669-42,1668-1669,1669,1668/1669
Buried,,39,5369,1668-1669-42,1668-1669,1669,1668/1669
Plague,,39,5370,1668-1669-42,1668-1669,1669,1668/1669
Buried,,41,5371,1668-1669-42,1668-1669,1669,1668/1669
Plague,,41,5372,1668-1669-42,1668-1669,1669,1668/1669
Buried,,42,5373,1668-1669-42,1668-1669,1669,1668/1669
Plague,,42,5374,1668-1669-42,1668-1669,1669,1668/1669
Buried,4,43,5375,1668-1669-42,1668-1669,1669,1668/1669
Plague,,43,5376,1668-1669-42,1668-1669,1669,1668/1669
Buried,,45,5377,1668-1669-42,1668-1669,1669,1668/1669
Plague,,45,5378,1668-1669-42,1668-1669,1669,1668/1669
Buried,1,46,5379,1668-1669-42,1668-1669,1669,1668/1669
Plague,,46,5380,1668-1669-42,1668-1669,1669,1668/1669
Buried,,47,5381,1668-1669-42,1668-1669,1669,1668/1669
Plague,,47,5382,1668-1669-42,1668-1669,1669,1668/1669
Buried,2,48,5383,1668-1669-42,1668-1669,1669,1668/1669
Plague,,48,5384,1668-1669-42,1668-1669,1669,1668/1669
Buried,,49,5385,1668-1669-42,1668-1669,1669,1668/1669
Plague,,49,5386,1668-1669-42,1668-1669,1669,1668/1669
Buried,,50,5387,1668-1669-42,1668-1669,1669,1668/1669
Plague,,50,5388,1668-1669-42,1668-1669,1669,1668/1669
Buried,,54,5389,1668-1669-42,1668-1669,1669,1668/1669
Plague,,54,5390,1668-1669-42,1668-1669,1669,1668/1669
Buried,1,55,5391,1668-1669-42,1668-1669,1669,1668/1669
Plague,,55,5392,1668-1669-42,1668-1669,1669,1668/1669
Buried,,57,5393,1668-1669-42,1668-1669,1669,1668/1669
Plague,,57,5394,1668-1669-42,1668-1669,1669,1668/1669
Buried,,58,5395,1668-1669-42,1668-1669,1669,1668/1669
Plague,,58,5396,1668-1669-42,1668-1669,1669,1668/1669
Buried,,59,5397,1668-1669-42,1668-1669,1669,1668/1669
Plague,,59,5398,1668-1669-42,1668-1669,1669,1668/1669
Buried,,60,5399,1668-1669-42,1668-1669,1669,1668/1669
Plague,,60,5400,1668-1669-42,1668-1669,1669,1668/1669
Buried,,61,5401,1668-1669-42,1668-1669,1669,1668/1669
Plague,,61,5402,1668-1669-42,1668-1669,1669,1668/1669
Buried,1,62,5403,1668-1669-42,1668-1669,1669,1668/1669
Plague,,62,5404,1668-1669-42,1668-1669,1669,1668/1669
Buried,4,63,5405,1668-1669-42,1668-1669,1669,1668/1669
Plague,,63,5406,1668-1669-42,1668-1669,1669,1668/1669
Buried,1,65,5407,1668-1669-42,1668-1669,1669,1668/1669
Plague,,65,5408,1668-1669-42,1668-1669,1669,1668/1669
Buried,,66,5409,1668-1669-42,1668-1669,1669,1668/1669
Plague,,66,5410,1668-1669-42,1668-1669,1669,1668/1669
Buried,,67,5411,1668-1669-42,1668-1669,1669,1668/1669
Plague,,67,5412,1668-1669-42,1668-1669,1669,1668/1669
Buried,,68,5413,1668-1669-42,1668-1669,1669,1668/1669
Plague,,68,5414,1668-1669-42,1668-1669,1669,1668/1669
Buried,1,71,5415,1668-1669-42,1668-1669,1669,1668/1669
Plague,,71,5416,1668-1669-42,1668-1669,1669,1668/1669
Buried,3,72,5417,1668-1669-42,1668-1669,1669,1668/1669
Plague,,72,5418,1668-1669-42,1668-1669,1669,1668/1669
Buried,,73,5419,1668-1669-42,1668-1669,1669,1668/1669
Plague,,73,5420,1668-1669-42,1668-1669,1669,1668/1669
Buried,,74,5421,1668-1669-42,1668-1669,1669,1668/1669
Plague,,74,5422,1668-1669-42,1668-1669,1669,1668/1669
Buried,,75,5423,1668-1669-42,1668-1669,1669,1668/1669
Plague,,75,5424,1668-1669-42,1668-1669,1669,1668/1669
Buried,,83,5425,1668-1669-42,1668-1669,1669,1668/1669
Plague,,83,5426,1668-1669-42,1668-1669,1669,1668/1669
Buried,1,84,5427,1668-1669-42,1668-1669,1669,1668/1669
Plague,,84,5428,1668-1669-42,1668-1669,1669,1668/1669
Buried,,85,5429,1668-1669-42,1668-1669,1669,1668/1669
Plague,,85,5430,1668-1669-42,1668-1669,1669,1668/1669
Buried,1,90,5431,1668-1669-42,1668-1669,1669,1668/1669
Plague,,90,5432,1668-1669-42,1668-1669,1669,1668/1669
Buried,,86,5433,1668-1669-42,1668-1669,1669,1668/1669
Plague,,86,5434,1668-1669-42,1668-1669,1669,1668/1669
Buried,,87,5435,1668-1669-42,1668-1669,1669,1668/1669
Plague,,87,5436,1668-1669-42,1668-1669,1669,1668/1669
Buried,,88,5437,1668-1669-42,1668-1669,1669,1668/1669
Plague,,88,5438,1668-1669-42,1668-1669,1669,1668/1669
Buried,,91,5439,1668-1669-42,1668-1669,1669,1668/1669
Plague,,91,5440,1668-1669-42,1668-1669,1669,1668/1669
Buried,1,94,5441,1668-1669-42,1668-1669,1669,1668/1669
Plague,,94,5442,1668-1669-42,1668-1669,1669,1668/1669
Buried,,95,5443,1668-1669-42,1668-1669,1669,1668/1669
Plague,,95,5444,1668-1669-42,1668-1669,1669,1668/1669
Buried,,97,5445,1668-1669-42,1668-1669,1669,1668/1669
Plague,,97,5446,1668-1669-42,1668-1669,1669,1668/1669
Buried,1,98,5447,1668-1669-42,1668-1669,1669,1668/1669
Plague,,98,5448,1668-1669-42,1668-1669,1669,1668/1669
Buried,,78,5449,1668-1669-42,1668-1669,1669,1668/1669
Plague,,78,5450,1668-1669-42,1668-1669,1669,1668/1669
Buried,1,79,5451,1668-1669-42,1668-1669,1669,1668/1669
Plague,,79,5452,1668-1669-42,1668-1669,1669,1668/1669
Buried,1,80,5453,1668-1669-42,1668-1669,1669,1668/1669
Plague,,80,5454,1668-1669-42,1668-1669,1669,1668/1669
Buried,3,81,5455,1668-1669-42,1668-1669,1669,1668/1669
Plague,,81,5456,1668-1669-42,1668-1669,1669,1668/1669
Buried,,82,5457,1668-1669-42,1668-1669,1669,1668/1669
Plague,,82,5458,1668-1669-42,1668-1669,1669,1668/1669
Buried,,99,5459,1668-1669-42,1668-1669,1669,1668/1669
Plague,,99,5460,1668-1669-42,1668-1669,1669,1668/1669
Buried,,100,5461,1668-1669-42,1668-1669,1669,1668/1669
Plague,,100,5462,1668-1669-42,1668-1669,1669,1668/1669
Buried,,101,5463,1668-1669-42,1668-1669,1669,1668/1669
Plague,,101,5464,1668-1669-42,1668-1669,1669,1668/1669
Buried,,102,5465,1668-1669-42,1668-1669,1669,1668/1669
Plague,,102,5466,1668-1669-42,1668-1669,1669,1668/1669
Buried,,103,5467,1668-1669-42,1668-1669,1669,1668/1669
Plague,,103,5468,1668-1669-42,1668-1669,1669,1668/1669
Buried,3,104,5469,1668-1669-42,1668-1669,1669,1668/1669
Plague,,104,5470,1668-1669-42,1668-1669,1669,1668/1669
Buried,1,105,5471,1668-1669-42,1668-1669,1669,1668/1669
Plague,,105,5472,1668-1669-42,1668-1669,1669,1668/1669
Buried,,106,5473,1668-1669-42,1668-1669,1669,1668/1669
Plague,,106,5474,1668-1669-42,1668-1669,1669,1668/1669
Buried,,107,5475,1668-1669-42,1668-1669,1669,1668/1669
Plague,,107,5476,1668-1669-42,1668-1669,1669,1668/1669
Buried,,108,5477,1668-1669-42,1668-1669,1669,1668/1669
Plague,,108,5478,1668-1669-42,1668-1669,1669,1668/1669
Buried,,109,5479,1668-1669-42,1668-1669,1669,1668/1669
Plague,,109,5480,1668-1669-42,1668-1669,1669,1668/1669
Buried,1,110,5481,1668-1669-42,1668-1669,1669,1668/1669
Plague,,110,5482,1668-1669-42,1668-1669,1669,1668/1669
Buried,1,111,5483,1668-1669-42,1668-1669,1669,1668/1669
Plague,,111,5484,1668-1669-42,1668-1669,1669,1668/1669
Buried,,112,5485,1668-1669-42,1668-1669,1669,1668/1669
Plague,,112,5486,1668-1669-42,1668-1669,1669,1668/1669
Buried,1,113,5487,1668-1669-42,1668-1669,1669,1668/1669
Plague,,113,5488,1668-1669-42,1668-1669,1669,1668/1669
Buried,2,114,5489,1668-1669-42,1668-1669,1669,1668/1669
Plague,,114,5490,1668-1669-42,1668-1669,1669,1668/1669
Buried,1,115,5491,1668-1669-42,1668-1669,1669,1668/1669
Plague,,115,5492,1668-1669-42,1668-1669,1669,1668/1669
Buried,,116,5493,1668-1669-42,1668-1669,1669,1668/1669
Plague,,116,5494,1668-1669-42,1668-1669,1669,1668/1669
Buried,,118,5495,1668-1669-42,1668-1669,1669,1668/1669
Plague,,118,5496,1668-1669-42,1668-1669,1669,1668/1669
Buried,,121,5497,1668-1669-42,1668-1669,1669,1668/1669
Plague,,121,5498,1668-1669-42,1668-1669,1669,1668/1669
Buried,,122,5499,1668-1669-42,1668-1669,1669,1668/1669
Plague,,122,5500,1668-1669-42,1668-1669,1669,1668/1669
Buried,,123,5501,1668-1669-42,1668-1669,1669,1668/1669
Plague,,123,5502,1668-1669-42,1668-1669,1669,1668/1669
Buried,1,124,5503,1668-1669-42,1668-1669,1669,1668/1669
Plague,,124,5504,1668-1669-42,1668-1669,1669,1668/1669
Buried,2,125,5505,1668-1669-42,1668-1669,1669,1668/1669
Plague,,125,5506,1668-1669-42,1668-1669,1669,1668/1669
Buried,,126,5507,1668-1669-42,1668-1669,1669,1668/1669
Plague,,126,5508,1668-1669-42,1668-1669,1669,1668/1669
Buried,,127,5509,1668-1669-42,1668-1669,1669,1668/1669
Plague,,127,5510,1668-1669-42,1668-1669,1669,1668/1669
Buried,,128,5511,1668-1669-42,1668-1669,1669,1668/1669
Plague,,128,5512,1668-1669-42,1668-1669,1669,1668/1669
Buried,,132,5513,1668-1669-42,1668-1669,1669,1668/1669
Plague,,132,5514,1668-1669-42,1668-1669,1669,1668/1669
Buried,24,19,5515,1668-1669-42,1668-1669,1669,1668/1669
Plague,,19,5516,1668-1669-42,1668-1669,1669,1668/1669
Buried,4,28,5517,1668-1669-42,1668-1669,1669,1668/1669
Plague,,28,5518,1668-1669-42,1668-1669,1669,1668/1669
Buried,,29,5519,1668-1669-42,1668-1669,1669,1668/1669
Plague,,29,5520,1668-1669-42,1668-1669,1669,1668/1669
Buried,6,38,5521,1668-1669-42,1668-1669,1669,1668/1669
Plague,,38,5522,1668-1669-42,1668-1669,1669,1668/1669
Buried,,10,5523,1668-1669-42,1668-1669,1669,1668/1669
Plague,,10,5524,1668-1669-42,1668-1669,1669,1668/1669
Buried,4,34,5525,1668-1669-42,1668-1669,1669,1668/1669
Plague,,34,5526,1668-1669-42,1668-1669,1669,1668/1669
Buried,18,35,5527,1668-1669-42,1668-1669,1669,1668/1669
Plague,,35,5528,1668-1669-42,1668-1669,1669,1668/1669
Buried,25,37,5529,1668-1669-42,1668-1669,1669,1668/1669
Plague,,37,5530,1668-1669-42,1668-1669,1669,1668/1669
Buried,2,44,5531,1668-1669-42,1668-1669,1669,1668/1669
Plague,,44,5532,1668-1669-42,1668-1669,1669,1668/1669
Buried,15,51,5533,1668-1669-42,1668-1669,1669,1668/1669
Plague,,51,5534,1668-1669-42,1668-1669,1669,1668/1669
Buried,49,52,5535,1668-1669-42,1668-1669,1669,1668/1669
Plague,,52,5536,1668-1669-42,1668-1669,1669,1668/1669
Buried,33,117,5537,1668-1669-42,1668-1669,1669,1668/1669
Plague,,117,5538,1668-1669-42,1668-1669,1669,1668/1669
Buried,25,16,5539,1668-1669-42,1668-1669,1669,1668/1669
Plague,,16,5540,1668-1669-42,1668-1669,1669,1668/1669
Buried,23,15,5541,1668-1669-42,1668-1669,1669,1668/1669
Plague,,15,5542,1668-1669-42,1668-1669,1669,1668/1669
Buried,1,129,5543,1668-1669-42,1668-1669,1669,1668/1669
Plague,,129,5544,1668-1669-42,1668-1669,1669,1668/1669
Buried,,131,5545,1668-1669-42,1668-1669,1669,1668/1669
Plague,,131,5546,1668-1669-42,1668-1669,1669,1668/1669
Buried,,9,5547,1668-1669-42,1668-1669,1669,1668/1669
Plague,,9,5548,1668-1669-42,1668-1669,1669,1668/1669
Buried,23,53,5549,1668-1669-42,1668-1669,1669,1668/1669
Plague,,53,5550,1668-1669-42,1668-1669,1669,1668/1669
Buried,3,12,5551,1668-1669-42,1668-1669,1669,1668/1669
Plague,,12,5552,1668-1669-42,1668-1669,1669,1668/1669
Buried,10,56,5553,1668-1669-42,1668-1669,1669,1668/1669
Plague,,56,5554,1668-1669-42,1668-1669,1669,1668/1669
Buried,1,64,5555,1668-1669-42,1668-1669,1669,1668/1669
Plague,,64,5556,1668-1669-42,1668-1669,1669,1668/1669
Buried,9,13,5557,1668-1669-42,1668-1669,1669,1668/1669
Plague,,13,5558,1668-1669-42,1668-1669,1669,1668/1669
Buried,25,69,5559,1668-1669-42,1668-1669,1669,1668/1669
Plague,,69,5560,1668-1669-42,1668-1669,1669,1668/1669
Buried,14,70,5561,1668-1669-42,1668-1669,1669,1668/1669
Plague,,70,5562,1668-1669-42,1668-1669,1669,1668/1669
Buried,5,89,5563,1668-1669-42,1668-1669,1669,1668/1669
Plague,,89,5564,1668-1669-42,1668-1669,1669,1668/1669
Buried,8,92,5565,1668-1669-42,1668-1669,1669,1668/1669
Plague,,92,5566,1668-1669-42,1668-1669,1669,1668/1669
Buried,24,96,5567,1668-1669-42,1668-1669,1669,1668/1669
Plague,,96,5568,1668-1669-42,1668-1669,1669,1668/1669
Buried,,120,5569,1668-1669-42,1668-1669,1669,1668/1669
Plague,,120,5570,1668-1669-42,1668-1669,1669,1668/1669
Buried,1,14,5571,1668-1669-42,1668-1669,1669,1668/1669
Plague,,14,5572,1668-1669-42,1668-1669,1669,1668/1669
Buried,47,130,5573,1668-1669-42,1668-1669,1669,1668/1669
Plague,,130,5574,1668-1669-42,1668-1669,1669,1668/1669
Buried,13,40,5575,1668-1669-42,1668-1669,1669,1668/1669
Plague,,40,5576,1668-1669-42,1668-1669,1669,1668/1669
Buried,1,119,5577,1668-1669-42,1668-1669,1669,1668/1669
Plague,,119,5578,1668-1669-42,1668-1669,1669,1668/1669
Buried,31,77,5579,1668-1669-42,1668-1669,1669,1668/1669
Plague,,77,5580,1668-1669-42,1668-1669,1669,1668/1669
Buried,3,93,5581,1668-1669-42,1668-1669,1669,1668/1669
Plague,,93,5582,1668-1669-42,1668-1669,1669,1668/1669
Buried,12,76,5583,1668-1669-42,1668-1669,1669,1668/1669
Plague,,76,5584,1668-1669-42,1668-1669,1669,1668/1669
Buried,,133,5585,1668-1669-42,1668-1669,1669,1668/1669
Plague,,133,5586,1668-1669-42,1668-1669,1669,1668/1669
Buried,,17,5587,1668-1669-43,1668-1669,1669,1668/1669
Plague,,17,5588,1668-1669-43,1668-1669,1669,1668/1669
Buried,3,1,5589,1668-1669-43,1668-1669,1669,1668/1669
Plague,,1,5590,1668-1669-43,1668-1669,1669,1668/1669
Buried,,2,5591,1668-1669-43,1668-1669,1669,1668/1669
Plague,,2,5592,1668-1669-43,1668-1669,1669,1668/1669
Buried,1,3,5593,1668-1669-43,1668-1669,1669,1668/1669
Plague,,3,5594,1668-1669-43,1668-1669,1669,1668/1669
Buried,,4,5595,1668-1669-43,1668-1669,1669,1668/1669
Plague,,4,5596,1668-1669-43,1668-1669,1669,1668/1669
Buried,,5,5597,1668-1669-43,1668-1669,1669,1668/1669
Plague,,5,5598,1668-1669-43,1668-1669,1669,1668/1669
Buried,,6,5599,1668-1669-43,1668-1669,1669,1668/1669
Plague,,6,5600,1668-1669-43,1668-1669,1669,1668/1669
Buried,2,7,5601,1668-1669-43,1668-1669,1669,1668/1669
Plague,,7,5602,1668-1669-43,1668-1669,1669,1668/1669
Buried,2,8,5603,1668-1669-43,1668-1669,1669,1668/1669
Plague,,8,5604,1668-1669-43,1668-1669,1669,1668/1669
Buried,,18,5605,1668-1669-43,1668-1669,1669,1668/1669
Plague,,18,5606,1668-1669-43,1668-1669,1669,1668/1669
Buried,,20,5607,1668-1669-43,1668-1669,1669,1668/1669
Plague,,20,5608,1668-1669-43,1668-1669,1669,1668/1669
Buried,4,21,5609,1668-1669-43,1668-1669,1669,1668/1669
Plague,,21,5610,1668-1669-43,1668-1669,1669,1668/1669
Buried,,22,5611,1668-1669-43,1668-1669,1669,1668/1669
Plague,,22,5612,1668-1669-43,1668-1669,1669,1668/1669
Buried,,23,5613,1668-1669-43,1668-1669,1669,1668/1669
Plague,,23,5614,1668-1669-43,1668-1669,1669,1668/1669
Buried,1,24,5615,1668-1669-43,1668-1669,1669,1668/1669
Plague,,24,5616,1668-1669-43,1668-1669,1669,1668/1669
Buried,,25,5617,1668-1669-43,1668-1669,1669,1668/1669
Plague,,25,5618,1668-1669-43,1668-1669,1669,1668/1669
Buried,,26,5619,1668-1669-43,1668-1669,1669,1668/1669
Plague,,26,5620,1668-1669-43,1668-1669,1669,1668/1669
Buried,1,27,5621,1668-1669-43,1668-1669,1669,1668/1669
Plague,,27,5622,1668-1669-43,1668-1669,1669,1668/1669
Buried,,30,5623,1668-1669-43,1668-1669,1669,1668/1669
Plague,,30,5624,1668-1669-43,1668-1669,1669,1668/1669
Buried,,31,5625,1668-1669-43,1668-1669,1669,1668/1669
Plague,,31,5626,1668-1669-43,1668-1669,1669,1668/1669
Buried,,32,5627,1668-1669-43,1668-1669,1669,1668/1669
Plague,,32,5628,1668-1669-43,1668-1669,1669,1668/1669
