"Omeka Item #","DataScribe Item #","DataScribe Record #","DataScribe Record Position",Year,Week,"Unique ID","Start Day","Start Month","End Day","End month","St Alban Woodstreet - Buried","St Alban Woodstreet - Plague","Alhallows Barking - Buried","Alhallows Barking - Plague","Alhallows Breadstreet - Buried","Alhallows Breadstreet - Plague","Alhallows Great - Buried","Alhallows Great - Plague","Alhallows Honylane - Buried","Alhallows Honylane - Plague","Alhallows Lesse - Buried","Alhallows Lesse - Plague","Alhallows Lumbardstreet - Buried","Alhallows Lumbardstreet - Plague","Alhallows Stayning - Buried","Alhallows Stayning - Plague","Alhallows the Wall - Buried","Alhallows the Wall - Plague","St Alphage - Buried","St Alphage - Plague","St Andrew Hubbard - Buried","St Andrew Hubbard - Plague","St Andrew Undershaft - Buried","St Andrew Undershaft - Plague","St Andrew Wardrobe - Buried","St Andrew Wardrobe - Plague","St Ann Aldersgate - Buried","St Ann Aldersgate - Plague","St Ann Blackfryers - Buried","St Ann Blackfryers - Plague","St Antholins Parish - Buried","St Antholins Parish - Plague","St Austins Parish - Buried","St Austins Parish - Plague","St Bartholomew Exchange - Buried","St Bartholomew Exchange - Plague","St Bennet Fynck - Buried","St Bennet Fynck - Plague","St Bennet Gracechurch - Buried","St Bennet Gracechurch - Plague","St Bennet Paulswharf - Buried","St Bennet Paulswharf - Plague","St Bennet Sherehog - Buried","St Bennet Sherehog - Plague","St Botolph Billingsgate - Buried","St Botolph Billingsgate - Plague","Christ Church - Buried","Christ Church - Plague","St Christophers - Buried","St Christophers - Plague","St Clement Eastcheap - Buried","St Clement Eastcheap - Plague","St Dionis Backchurch - Buried","St Dionis Backchurch - Plague","St Dunstan East - Buried","St Dunstan East - Plague","St Edmund Lumbardstr. - Buried","St Edmund Lumbardstr. - Plague","St Ethelborough - Buried","St Ethelborough - Plague","St Faith - Buried","St Faith - Plague","St Gabriel Fenchurch - Buried","St Gabriel Fenchurch - Plague","St George Botolphlane - Buried","St George Botolphlane - Plague","St Gregory by St Pauls - Buried","St Gregory by St Pauls - Plague","St Hellen - Buried","St Hellen - Plague","St James Dukes place - Buried","St James Dukes place - Plague","St James Garlickhithe - Buried","St James Garlickhithe - Plague","St John Baptist - Buried","St John Baptist - Plague","St John Evangelist - Buried","St John Evangelist - Plague","St John Zachary - Buried","St John Zachary - Plague","St Katharine Coleman - Buried","St Katharine Coleman - Plague","St Katharine Creechurch - Buried","St Katharine Creechurch - Plague","St Lawrence Jewry - Buried","St Lawrence Jewry - Plague","St Lawrence Pountney - Buried","St Lawrence Pountney - Plague","St Leonard Eastcheap - Buried","St Leonard Eastcheap - Plague","St Leonard Fosterlane - Buried","St Leonard Fosterlane - Plague","St Magnus Parish - Buried","St Magnus Parish - Plague","St Margaret Lothbury - Buried","St Margaret Lothbury - Plague","St Margaret Moses - Buried","St Margaret Moses - Plague","St Margaret Newfishstreet - Buried","St Margaret Newfishstreet - Plague","St Margaret Pattons - Buried","St Margaret Pattons - Plague","St Martin Iremongerlane - Buried","St Martin Iremongerlane - Plague","St Martin Ludgate - Buried","St Martin Ludgate - Plague","St Martin Orgars - Buried","St Martin Orgars - Plague","St Martin Outwich - Buried","St Martin Outwich - Plague","St Martin Vintrey - Buried","St Martin Vintrey - Plague","St Mary Abchurch - Buried","St Mary Abchurch - Plague","St Mary Aldermanbury - Buried","St Mary Aldermanbury - Plague","St Mary Aldermary - Buried","St Mary Aldermary - Plague","St Mary le Bow - Buried","St Mary le Bow - Plague","St Mary Bothaw - Buried","St Mary Bothaw - Plague","St Mary Colechurch - Buried","St Mary Colechurch - Plague","St Mary Hill - Buried","St Mary Hill - Plague","St Maudlin Milkstreet - Buried","St Maudlin Milkstreet - Plague","St Maudlin Oldfishstreet - Buried","St Maudlin Oldfishstreet - Plague","St Mary Mounthaw - Buried","St Mary Mounthaw - Plague","St Mary Sommerset - Buried","St Mary Sommerset - Plague","St Mary Stayning - Buried","St Mary Stayning - Plague","St Mary Woolchurch - Buried","St Mary Woolchurch - Plague","St Mary Woolnoth - Buried","St Mary Woolnoth - Plague","St Matthew Fridaystreet - Buried","St Matthew Fridaystreet - Plague","St Michael Bassishaw - Buried","St Michael Bassishaw - Plague","St Michael Cornhil - Buried","St Michael Cornhil - Plague","St Michael Crookedlane - Buried","St Michael Crookedlane - Plague","St Michael Queenhithe - Buried","St Michael Queenhithe - Plague","St Michael Quern - Buried","St Michael Quern - Plague","St Michael Royal - Buried","St Michael Royal - Plague","St Michael Woodstreet - Buried","St Michael Woodstreet - Plague","St Mildred Breadstreet - Buried","St Mildred Breadstreet - Plague","St Mildred Poultrey - Buried","St Mildred Poultrey - Plague","St Nicholas Acons - Buried","St Nicholas Acons - Plague","St Nicholas Coleabby - Buried","St Nicholas Coleabby - Plague","St Nicholas Olaves - Buried","St Nicholas Olaves - Plague","St Olave Hartstreet - Buried","St Olave Hartstreet - Plague","St Olave Jewry - Buried","St Olave Jewry - Plague","St Olave Silverstreet - Buried","St Olave Silverstreet - Plague","St Pancras Soperlane - Buried","St Pancras Soperlane - Plague","St Peter Cheap - Buried","St Peter Cheap - Plague","St Peter Cornhil - Buried","St Peter Cornhil - Plague","St Peter Paulswharf - Buried","St Peter Paulswharf - Plague","St Peter Poor - Buried","St Peter Poor - Plague","St Steven Colemanstreet - Buried","St Steven Colemanstreet - Plague","St Steven Walbrook - Buried","St Steven Walbrook - Plague","St Swithin - Buried","St Swithin - Plague","St Thomas Apostles - Buried","St Thomas Apostles - Plague","Trinity Parish - Buried","Trinity Parish - Plague","St Foster - Buried","St Foster - Plague","Christened in the 97 Parishes within the Walls","Buried in the 97 Parishes within the Walls","Plague in the 97 Parishes within the Walls","St Andrew Holborn - Buried","St Andrew Holborn - Plague","St Bartholomew Great - Buried","St Bartholomew Great - Plague","St Bartholomew Less - Buried","St Bartholomew Less - Plague","St Bridget - Buried","St Bridget - Plague","Bridewel Precinct - Buried","Bridewel Precinct - Plague","St Botolph Aldersgate - Buried","St Botolph Aldersgate - Plague","St Botolph Aldgate - Buried","St Botolph Aldgate - Plague","St Botolph Bishopsgate - Buried","St Botolph Bishopsgate - Plague","St Dunstan West - Buried","St Dunstan West - Plague","St George Southwark - Buried","St George Southwark - Plague","St Giles Cripplegate - Buried","St Giles Cripplegate - Plague","St Olave Southwark - Buried","St Olave Southwark - Plague","Saviours Southwark - Buried","Saviours Southwark - Plague","S Sepulchres Parish - Buried","S Sepulchres Parish - Plague","St Thomas Southwark - Buried","St Thomas Southwark - Plague","Trinity Minories - Buried","Trinity Minories - Plague","Pesthouse Without the Walls - Buried","Pesthouse Without the Walls - Plague","Christened in the parishes without the Walls","Buried in the parishes without the Walls","Plague in the parishes without the Walls","Christ Church in Surry - Buried","Christ Church in Surry - Plague","Stepney Parish - Buried","Stepney Parish - Plague","St Giles in the Field - Buried","St Giles in the Field - Plague","St James Clerkenwel - Buried","St James Clerkenwel - Plague","Hackney Parish - Buried","Hackney Parish - Plague","St John at Wapping - Buried","St John at Wapping - Plague","St Katharine Tower - Buried","St Katharine Tower - Plague","Lambeth Parish - Buried","Lambeth Parish - Plague","St Leonard Shoreditch - Buried","St Leonard Shoreditch - Plague","St Mary Islington - Buried","St Mary Islington - Plague","St Magdalen Bermondsey - Buried","St Magdalen Bermondsey - Plague","St Mary Newington - Buried","St Mary Newington - Plague","St Mary Whitechappel - Buried","St Mary Whitechappel - Plague","St Pauls Shadwel - Buried","St Pauls Shadwel - Plague","Rothorith Parish - Buried","Rothorith Parish - Plague","Christened in the out-Parishes in Middlesex and Surrey","Buried in the out-Parishes in Middlesex and Surrey","Plague in the out-Parishes in Middlesex and Surrey","St Ann in Westminster - Buried","St Ann in Westminster - Plague","St Clement Danes - Buried","St Clement Danes - Plague","St James in Westminster - Buried","St James in Westminster - Plague","St Margaret Westminster - Buried","St Margaret Westminster - Plague","St Martin in the fields - Buried","St Martin in the fields - Plague","St Mary Savoy - Buried","St Mary Savoy - Plague","St Paul Covent Garden - Buried","St Paul Covent Garden - Plague","Pesthouse in Westminster - Buried","Pesthouse in Westminster - Plague","Christened in the Parishes and Liberties of Westminster","Buried in the Parishes and Liberties of Westminster","Plague in the Parishes and Liberties of Westminster"
33046,25192,4857,1,1698,40,BL-1698-40-recto,13,September,20,September,,,1,,,,2,,,,1,,,,,,4,,1,,1,,1,,,,1,,1,,,,,,1,,,,,,1,,,,,,3,,,,,,3,,1,,,,1,,1,,,,,,3,,,,,,,,1,,,,2,,3,,1,,1,,,,,,1,,2,,,,,,,,,,,,1,,,,1,,,,1,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,2,,,,,,2,,,,2,,,,,,1,,,,4,,1,,1,,1,,,,,,50,62,0,14,,1,,1,,,,2,,3,,9,,9,,5,,6,,21,,8,,10,,7,,1,,1,,,,87,98,0,2,,42,,25,,9,,2,,4,,,,5,,12,,1,,7,,2,,8,,7,,2,,107,128,0,4,,12,,14,,18,,32,,1,,2,,,,51,83,0
33047,25193,4871,1,1698,41,BL-1698-41-recto,20,September,27,September,,,,,,,,,,,,,,,,,1,,2,,,,,,2,,1,,2,,,,3,,,,,,,,,,,,,,6,,,,,,2,,,,2,,,,1,,,,,,3,,1,,1,,,,,,,,,,2,,2,,1,,,,,,2,,1,,,,,,,,,,,,1,,,,,,,,1,,3,,,,,,,,,,2,,,,1,,,,,,1,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,1,,,,,,1,,1,,1,,,,,,,,45,54,0,15,,1,,,,6,,,,2,,9,,4,,8,,5,,17,,13,,9,,13,,1,,,,,,87,103,0,2,,31,,21,,4,,1,,11,,5,,3,,7,,2,,8,,2,,15,,4,,4,,110,120,0,6,,9,,16,,11,,30,,1,,1,,,,48,74,0
33048,25194,4872,1,1698,42,BL-1698-42-recto,27,September,4,October,,,2,,,,,,,,1,,1,,2,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,1,,4,,1,,,,1,,,,,,1,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,,,,,,,,,,,1,,1,,,,2,,,,,,,,,,,,2,,,,,,,,,,1,,32,37,0,13,,2,,1,,6,,,,2,,14,,13,,2,,4,,10,,9,,7,,13,,,,,,,,90,96,0,,,33,,23,,11,,2,,6,,2,,3,,7,,,,7,,1,,14,,2,,6,,99,117,0,6,,6,,15,,15,,18,,1,,4,,,,53,65,0
33049,25195,4873,1,1698,43,BL-1698-43-recto,4,October,11,October,,,2,,,,,,,,,,,,,,1,,,,2,,,,1,,1,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,3,,1,,,,,,1,,1,,,,2,,,,,,,,1,,,,1,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,1,,,,,,,,1,,1,,,,,,2,,,,,,,,,,1,,,,,,,,2,,3,,1,,2,,1,,,,,,41,43,0,12,,2,,1,,2,,,,4,,7,,4,,4,,2,,26,,14,,11,,11,,,,,,,,109,100,0,1,,45,,22,,6,,4,,7,,3,,5,,14,,3,,5,,4,,14,,5,,,,104,138,0,7,,7,,14,,19,,22,,4,,2,,,,67,75,0
33050,25196,4874,1,1698,44,BL-1698-44-recto,11,October,18,October,,,2,,,,2,,,,,,2,,1,,1,,3,,,,,,1,,1,,3,,1,,,,,,,,1,,,,,,,,5,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,1,,,,,,,,,,1,,1,,,,2,,1,,1,,,,,,,,,,,,1,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,2,,,,1,,,,,,1,,1,,34,48,0,13,,,,1,,3,,,,1,,12,,8,,1,,3,,16,,8,,8,,13,,4,,,,,,89,91,0,4,,40,,24,,9,,1,,6,,3,,3,,7,,1,,5,,1,,19,,6,,9,,115,138,0,2,,8,,15,,14,,25,,,,2,,,,45,66,0
33051,25197,4875,1,1698,45,BL-1698-45-recto,18,October,25,October,,,1,,,,,,,,,,,,2,,,,,,2,,,,1,,,,1,,,,2,,1,,,,,,,,,,,,2,,,,1,,1,,,,4,,1,,,,,,,,1,,,,,,1,,1,,,,,,1,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,2,,,,,,,,1,,1,,36,36,0,12,,2,,1,,4,,,,1,,8,,4,,1,,4,,22,,14,,13,,13,,3,,,,,,88,102,0,5,,48,,25,,5,,1,,5,,4,,11,,7,,3,,5,,3,,13,,6,,3,,107,144,0,5,,6,,10,,13,,21,,1,,6,,,,48,61,0
33052,25198,4876,1,1698,46,BL-1698-46-recto,25,October,1,November,,,1,,1,,,,,,,,,,,,2,,1,,,,1,,,,,,1,,,,,,1,,,,,,,,,,1,,3,,,,,,1,,1,,,,1,,1,,,,,,2,,,,,,,,,,,,,,,,1,,2,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,2,,,,3,,,,,,2,,1,,,,,,3,,,,,,1,,3,,,,1,,2,,,,,,,,,,30,45,0,11,,1,,2,,3,,,,5,,7,,12,,4,,5,,14,,22,,8,,11,,,,1,,,,85,106,0,3,,51,,26,,5,,2,,,,3,,7,,11,,,,8,,1,,9,,4,,,,110,130,0,9,,6,,17,,17,,24,,,,4,,,,55,77,0
33053,25199,4877,1,1698,47,BL-1698-47-recto,1,November,8,November,,,2,,,,2,,,,,,1,,,,,,,,,,1,,,,,,2,,,,1,,,,2,,,,,,,,,,1,,,,,,2,,,,,,,,1,,1,,,,1,,2,,,,1,,,,,,,,2,,3,,2,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,1,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,1,,,,1,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,32,42,0,11,,1,,,,5,,,,,,10,,11,,3,,8,,19,,14,,11,,12,,1,,,,,,90,96,0,5,,54,,26,,12,,3,,8,,5,,9,,6,,,,9,,4,,13,,9,,6,,109,169,0,9,,6,,19,,13,,23,,3,,8,,,,51,81,0
33054,25200,4878,1,1698,48,BL-1698-48-recto,8,November,15,November,,,3,,2,,4,,,,,,1,,,,,,1,,,,,,,,,,5,,1,,2,,,,,,,,1,,,,,,3,,,,,,1,,,,,,1,,,,,,,,,,,,1,,1,,,,,,2,,2,,3,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,1,,2,,,,1,,,,1,,,,1,,,,2,,,,,,,,,,,,,,,,1,,,,4,,,,1,,1,,37,58,0,16,,1,,,,2,,2,,3,,8,,10,,5,,9,,26,,10,,8,,9,,,,,,,,100,109,0,1,,32,,24,,53,,3,,3,,2,,3,,9,,1,,2,,8,,10,,8,,,,88,111,0,11,,7,,16,,20,,21,,1,,5,,,,68,83,0
33085,25201,4879,1,1698,49,BL-1698-49-recto,15,November,22,November,,,1,,,,,,,,,,,,4,,1,,2,,1,,1,,,,,,2,,,,,,,,4,,,,1,,,,,,,,,,,,,,2,,,,,,1,,,,2,,,,,,,,2,,,,,,,,1,,4,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,1,,,,,,1,,1,,2,,,,1,,,,1,,1,,1,,,,1,,37,49,0,17,,1,,,,7,,,,1,,12,,13,,3,,2,,20,,15,,16,,14,,2,,,,,,102,123,0,2,,28,,28,,6,,1,,4,,5,,3,,10,,2,,9,,3,,12,,9,,6,,115,128,0,10,,6,,19,,15,,24,,4,,2,,,,61,80,0
33086,25202,4880,1,1698,50,BL-1698-50-recto,22,November,29,November,,,,,,,2,,,,,,,,,,,,2,,,,,,,,1,,1,,,,,,2,,1,,1,,1,,,,,,5,,,,,,1,,2,,,,1,,,,1,,,,,,1,,,,,,,,,,2,,,,1,,1,,,,,,,,1,,1,,,,,,2,,,,1,,2,,,,,,,,1,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,32,44,0,19,,2,,1,,8,,2,,3,,9,,10,,,,6,,21,,15,,7,,4,,,,,,,,107,107,0,6,,40,,18,,10,,2,,5,,1,,6,,10,,,,5,,5,,9,,5,,4,,101,126,0,5,,11,,19,,9,,24,,1,,6,,,,65,75,0
33087,25203,4881,1,1698,51,BL-1698-51-recto,19,November,6,December,,,1,,1,,,,,,,,,,,,1,,1,,1,,,,3,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,3,,,,2,,,,1,,1,,,,,,3,,,,,,1,,2,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,1,,,,,,,,2,,1,,,,,,,,,,1,,32,40,0,14,,1,,,,4,,2,,1,,11,,8,,5,,11,,20,,11,,7,,14,,,,,,,,89,109,0,2,,31,,17,,8,,3,,9,,,,,,9,,1,,7,,3,,22,,8,,4,,109,124,0,8,,6,,20,,11,,22,,1,,6,,,,76,74,0
33088,25204,4882,1,1698,53,BL-1698-53-recto,13,December,20,December,,,1,,1,,2,,,,,,3,,,,,,1,,,,,,1,,1,,5,,1,,2,,,,1,,,,1,,,,,,1,,,,,,2,,1,,,,,,,,,,1,,,,1,,,,,,,,,,2,,2,,,,1,,1,,,,1,,,,,,,,,,,,,,3,,2,,,,,,1,,,,3,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,1,,,,,,1,,3,,,,,,2,,,,2,,,,,,,,42,56,0,14,,,,1,,7,,,,4,,11,,10,,3,,1,,18,,11,,5,,10,,1,,,,,,99,96,0,2,,29,,27,,12,,2,,7,,6,,5,,4,,2,,5,,5,,13,,14,,3,,119,136,0,7,,9,,12,,18,,22,,2,,3,,,,56,73,0
33089,25205,4883,1,1698,1,BL-1698-01-recto,20,December,27,December,,,1,,1,,,,,,,,2,,2,,1,,,,,,,,,,,,3,,,,1,,,,,,,,1,,,,,,1,,1,,,,1,,1,,1,,1,,1,,,,2,,2,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,1,,39,38,0,11,,,,1,,8,,,,4,,8,,4,,5,,8,,23,,4,,8,,9,,2,,,,,,81,95,0,,,33,,22,,1,,1,,6,,,,4,,8,,1,,5,,5,,11,,11,,2,,97,110,0,8,,12,,13,,18,,28,,4,,3,,,,52,86,0
33090,25206,4884,1,1698,2,BL-1698-02-recto,27,December,3,January,3,,3,,,,,,,,,,,,,,1,,,,2,,2,,,,1,,,,,,,,1,,,,,,1,,,,,,2,,,,,,1,,,,,,,,3,,,,,,1,,1,,1,,,,2,,,,,,1,,,,3,,1,,,,,,2,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,5,,,,,,,,,,,,32,47,0,16,,1,,2,,6,,,,1,,10,,7,,3,,6,,20,,16,,13,,13,,,,1,,,,98,115,0,,,27,,23,,8,,2,,4,,6,,6,,4,,,,7,,4,,15,,8,,4,,107,118,0,4,,5,,28,,18,,23,,,,3,,,,56,81,0
33091,25207,4885,1,1698,3,BL-1698-03-recto,3,January,10,January,3,,1,,1,,2,,,,,,3,,1,,,,,,,,1,,,,,,3,,,,,,,,,,1,,,,,,,,7,,,,,,,,4,,,,,,,,,,,,2,,1,,1,,,,,,,,2,,2,,1,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,1,,1,,,,,,1,,,,2,,,,,,,,,,1,,,,2,,2,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,2,,38,59,0,17,,1,,,,5,,2,,6,,14,,10,,1,,12,,15,,13,,12,,9,,1,,,,,,100,118,0,2,,36,,21,,5,,,,9,,,,3,,7,,3,,3,,4,,23,,8,,6,,105,130,0,8,,16,,17,,19,,24,,2,,4,,,,80,89,0
33092,25208,4886,1,1698,4,BL-1698-04-recto,10,January,17,January,1,,1,,,,2,,,,,,,,,,,,1,,,,1,,,,2,,3,,,,,,,,,,,,1,,,,1,,4,,1,,,,,,,,3,,,,1,,,,,,1,,2,,2,,,,,,,,,,1,,2,,1,,,,,,2,,,,,,1,,,,1,,,,3,,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,2,,2,,,,3,,1,,,,,,,,,,45,56,0,12,,2,,,,10,,,,6,,7,,4,,6,,3,,20,,9,,6,,15,,1,,1,,,,96,102,0,4,,40,,24,,4,,,,6,,2,,7,,10,,2,,8,,5,,10,,11,,6,,102,139,0,8,,8,,12,,8,,32,,4,,6,,,,63,78,0
33093,25209,4887,1,1698,5,Bl-1698-05-recto,17,January,24,January,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,3,,,,1,,,,,,1,,,,,,,,10,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,1,,,,,,,,,,,,1,,,,2,,2,,,,,,1,,,,1,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,2,,1,,,,,,2,,,,,,,,1,,1,,,,,,,,,,1,,37,45,0,20,,2,,2,,9,,,,2,,9,,6,,4,,11,,16,,16,,8,,10,,,,2,,,,95,117,0,,,35,,33,,7,,,,,,6,,6,,6,,5,,10,,4,,28,,6,,4,,104,150,0,14,,6,,23,,19,,21,,2,,4,,,,87,89,0
33094,25210,4888,1,1698,6,BL-1698-06-recto,24,January,31,January,,,4,,,,1,,,,,,,,,,1,,,,,,1,,1,,1,,2,,,,,,,,,,,,,,,,,,9,,1,,,,,,1,,1,,,,3,,,,,,1,,,,,,,,,,,,1,,,,1,,2,,1,,,,1,,,,,,2,,,,1,,,,1,,,,1,,2,,1,,,,1,,2,,,,,,2,,,,,,1,,1,,2,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,2,,,,,,,,1,,,,,,,,,,,,1,,1,,1,,,,,,,,46,59,0,13,,3,,2,,8,,,,2,,10,,8,,3,,9,,30,,13,,8,,18,,2,,,,,,81,129,0,3,,52,,35,,10,,1,,6,,,,5,,9,,4,,8,,3,,10,,13,,2,,126,161,0,8,,9,,18,,21,,40,,3,,3,,,,80,102,0
33126,25211,4894,1,1698,7,BL-1698-07-recto,31,January,7,February,,,2,,,,1,,,,,,1,,,,1,,2,,,,1,,,,,,,,,,1,,1,,1,,,,1,,,,,,,,,,,,,,2,,2,,1,,,,,,2,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,2,,1,,1,,2,,,,,,,,,,,,1,,,,2,,,,,,,,,,1,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,2,,1,,,,,,,,,,37,44,0,11,,1,,,,6,,,,3,,19,,12,,3,,2,,27,,10,,11,,10,,3,,,,,,92,118,0,2,,45,,24,,9,,1,,5,,,,6,,6,,6,,9,,2,,9,,10,,,,98,135,0,11,,8,,20,,13,,39,,,,7,,,,51,98,0
33127,25212,4895,1,1698,8,BL-1698-08-recto,7,February,14,February,,,2,,,,3,,1,,1,,,,1,,,,2,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,5,,,,1,,,,,,,,,,2,,,,2,,,,1,,,,3,,,,,,,,,,,,1,,1,,,,1,,,,1,,,,,,,,,,1,,,,3,,,,1,,,,,,,,,,,,2,,1,,1,,,,,,1,,1,,,,,,,,,,1,,,,1,,,,,,1,,1,,1,,2,,1,,2,,,,,,1,,42,54,0,15,,,,,,4,,3,,4,,8,,9,,2,,5,,21,,14,,12,,12,,,,1,,,,86,110,0,,,31,,24,,6,,1,,11,,,,4,,5,,1,,9,,5,,12,,8,,,,101,117,0,8,,16,,20,,19,,35,,6,,4,,,,86,108,0
33128,25213,4896,1,1698,9,BL-1698-09-recto,14,February,21,February,,,1,,1,,,,,,1,,2,,,,4,,,,,,1,,3,,2,,,,,,,,1,,1,,,,1,,,,,,1,,,,,,1,,2,,,,1,,1,,,,,,3,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,3,,,,1,,,,,,,,,,1,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,1,,3,,,,,,2,,,,2,,3,,,,1,,45,56,0,19,,1,,,,8,,,,5,,14,,9,,3,,7,,20,,13,,10,,19,,,,1,,,,91,129,0,6,,40,,21,,9,,,,6,,,,8,,5,,3,,5,,2,,10,,11,,,,112,126,0,7,,5,,21,,20,,24,,1,,4,,,,56,82,0
33129,25214,4897,1,1698,10,BL-1698-10-recto,21,February,28,February,,,1,,,,2,,,,1,,1,,1,,4,,4,,,,1,,1,,1,,2,,,,,,,,,,1,,2,,,,2,,5,,4,,,,1,,,,,,,,,,,,,,1,,1,,1,,4,,2,,,,,,1,,1,,,,1,,,,1,,2,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,1,,1,,2,,,,2,,1,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,1,,4,,,,,,,,,,,,49,70,0,25,,,,2,,10,,,,3,,16,,10,,4,,7,,13,,13,,14,,13,,,,,,,,102,130,0,3,,37,,16,,5,,3,,5,,4,,5,,6,,1,,9,,3,,14,,9,,11,,94,131,0,6,,10,,23,,12,,39,,3,,4,,,,88,97,0
33130,25215,4898,1,1698,11,BL-1698-11-recto,28,February,7,March,1,,1,,,,1,,,,,,,,,,,,,,1,,,,1,,1,,3,,,,,,,,,,1,,4,,,,,,3,,1,,,,,,3,,2,,1,,3,,1,,1,,3,,,,,,3,,,,,,,,,,2,,1,,,,2,,3,,,,1,,2,,,,1,,,,,,,,,,,,1,,1,,,,3,,,,,,,,,,2,,,,1,,,,,,1,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,2,,1,,2,,,,,,,,1,,,,4,,,,2,,1,,,,,,47,71,0,19,,,,,,7,,,,7,,14,,11,,3,,7,,21,,11,,14,,14,,,,,,,,91,128,0,5,,46,,23,,5,,3,,6,,3,,6,,9,,2,,10,,3,,16,,7,,7,,124,151,0,9,,12,,17,,21,,31,,3,,2,,,,63,95,0
