,,Omeka Item #,DataScribe Item #,DataScribe Record #,DataScribe Record Position,Year,is_missing,is_illegible,Week Number,is_missing,is_illegible,Unique Identifier,is_missing,is_illegible,Start Day,is_missing,is_illegible,Start Month,is_missing,is_illegible,End Day,is_missing,is_illegible,End Month,is_missing,is_illegible,Abortive,is_missing,is_illegible,Aged,is_missing,is_illegible,Ague,is_missing,is_illegible,Apoplexy,is_missing,is_illegible,Asthma,is_missing,is_illegible,Bed-ridden,is_missing,is_illegible,Blasted,is_missing,is_illegible,Bleeding,is_missing,is_illegible,Bloody-flux,is_missing,is_illegible,Calenture,is_missing,is_illegible,Cancer,is_missing,is_illegible,Canker,is_missing,is_illegible,Chicken Pox,is_missing,is_illegible,Child-Bed,is_missing,is_illegible,Chrisoms,is_missing,is_illegible,Cold,is_missing,is_illegible,Colick,is_missing,is_illegible,Consumption,is_missing,is_illegible,Convulsion,is_missing,is_illegible,Cough,is_missing,is_illegible,Cramp,is_missing,is_illegible,Diabetes,is_missing,is_illegible,Dropsie,is_missing,is_illegible,Drowned,is_missing,is_illegible,Drowned (Descriptive Text),is_missing,is_illegible,Executed,is_missing,is_illegible,Executed (Descriptive Text),is_missing,is_illegible,Falling-sickness,is_missing,is_illegible,Fever,is_missing,is_illegible,Fistula,is_missing,is_illegible,Flox and Small-Pox,is_missing,is_illegible,Flox and Small-Pox (Descriptive Text),is_missing,is_illegible,Flux,is_missing,is_illegible,Found dead,is_missing,is_illegible,Found Dead (Descriptive Text),is_missing,is_illegible,French-Pox,is_missing,is_illegible,Frets,is_missing,is_illegible,Gangreen,is_missing,is_illegible,Gout,is_missing,is_illegible,Gravel,is_missing,is_illegible,Grief,is_missing,is_illegible,Griping in the Guts,is_missing,is_illegible,Headache,is_missing,is_illegible,Headmouldshot,is_missing,is_illegible,Hooping Cough,is_missing,is_illegible,Hiccough,is_missing,is_illegible,Horshoehead,is_missing,is_illegible,Impostume,is_missing,is_illegible,Infants,is_missing,is_illegible,Inflammation,is_missing,is_illegible,Itch,is_missing,is_illegible,Jaundies,is_missing,is_illegible,Jaw-fallen,is_missing,is_illegible,Kings Evil,is_missing,is_illegible,Leprosie,is_missing,is_illegible,Lethargy,is_missing,is_illegible,Liver-grown,is_missing,is_illegible,Looseness,is_missing,is_illegible,Lunatick and Frenzy,is_missing,is_illegible,Malignant Fever,is_missing,is_illegible,Meagrim,is_missing,is_illegible,Measles,is_missing,is_illegible,Miscarriage,is_missing,is_illegible,Mortification,is_missing,is_illegible,Mother,is_missing,is_illegible,Noli me tangere,is_missing,is_illegible,Overlaid,is_missing,is_illegible,Palsie,is_missing,is_illegible,Plague,is_missing,is_illegible,Planet,is_missing,is_illegible,Plurisie,is_missing,is_illegible,Purples,is_missing,is_illegible,Quinsie,is_missing,is_illegible,Rash,is_missing,is_illegible,Rheumatism,is_missing,is_illegible,Rickets,is_missing,is_illegible,Rising of the Lights,is_missing,is_illegible,Running of the Reins,is_missing,is_illegible,Rupture,is_missing,is_illegible,Scald Head,is_missing,is_illegible,Scarlet Fever,is_missing,is_illegible,Sciatica,is_missing,is_illegible,Scowring,is_missing,is_illegible,Scurvy,is_missing,is_illegible,Sores,is_missing,is_illegible,Shingles,is_missing,is_illegible,Spleen,is_missing,is_illegible,Spotted-Fever,is_missing,is_illegible,St. Anthony's Fire,is_missing,is_illegible,Starved,is_missing,is_illegible,Starved (Description),is_missing,is_illegible,Still-born,is_missing,is_illegible,Stone,is_missing,is_illegible,Stopping of the Stomach,is_missing,is_illegible,Strangury,is_missing,is_illegible,Strongullion,is_missing,is_illegible,Suddenly,is_missing,is_illegible,Surfeit,is_missing,is_illegible,Swelling in the Throat,is_missing,is_illegible,Swine-Pox,is_missing,is_illegible,Teeth,is_missing,is_illegible,Thrush,is_missing,is_illegible,Tissick,is_missing,is_illegible,Tympany,is_missing,is_illegible,Twisting of the Guts,is_missing,is_illegible,Ulcer,is_missing,is_illegible,Vapours,is_missing,is_illegible,Vomiting,is_missing,is_illegible,Water in the Head,is_missing,is_illegible,Wen,is_missing,is_illegible,Wind,is_missing,is_illegible,Wolf,is_missing,is_illegible,Worms,is_missing,is_illegible,Killed,is_missing,is_illegible,Killed (Descriptive Text),is_missing,is_illegible,Suicide,is_missing,is_illegible,Suicide (Descriptive Text),is_missing,is_illegible,Other,is_missing,is_illegible,Other (Descriptive Text),is_missing,is_illegible,Christened (Male),is_missing,is_illegible,Christened (Female),is_missing,is_illegible,Christened (In All),is_missing,is_illegible,Buried (Male),is_missing,is_illegible,Buried (Female),is_missing,is_illegible,Buried (All),is_missing,is_illegible,Plague Deaths,is_missing,is_illegible,Increase/Decrease in Burials,is_missing,is_illegible,Increase/Decrease in Plague Deaths,is_missing,is_illegible,Parishes Clear of the Plague,is_missing,is_illegible,Parishes Infected (with Plague),is_missing,is_illegible
BL-1682-10-verso,TRUE,30054,38053,10261,1,1682,,,10,,,BL-1682-10-verso,,,20,,,February,,,27,,,February,,,4,,,21,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,4,,,1,,,,1,,,1,,70,,,66,,,1,,,,1,,,1,,14,,,,1,,,1,,,1,,,1,,,1,,35,,,1,,,36,,,,1,,1,,,,1,,,1,,1,,,,1,,1,,,1,,,,1,,1,,,35,,,,1,,,1,,,1,,,1,,,1,,1,,,3,,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,10,,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,13,,,1,,,6,,,,1,,,1,,2,,,8,,,,1,,,1,,20,,,,1,,2,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,2,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,148,,,137,,,285,,,205,,,176,,,381,,,0,,,-27,,,,1,,132,,,0,,
BL-1682-11-verso,TRUE,30075,38054,10339,1,1682,,,11,,,BL-1682-11-verso,,,27,,,February,,,6,,,March,,,4,,,17,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,7,,,2,,,,1,,,1,,69,,,67,,,,1,,,1,,,1,,11,,,1,,,Drowned accidentally in a Pond at S Paul Shadwel ,,,,1,,,1,,,1,,48,,,4,,,32,,,,,,4,,,,1,,,1,,7,,,,1,,1,,,2,,,,1,,,1,,41,,,,1,,,1,,,1,,,1,,,1,,1,,,4,,,,1,,,1,,1,,,,1,,6,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,5,,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,11,,,3,,,,1,,2,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,5,,,1,,,,1,,,1,,17,,,3,,,8,,,,1,,,1,,1,,,6,,,,1,,,1,,25,,,2,,,3,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,"Hanged himself at S. Peter Corhil 1; Poysoned, being distracted in S. Martin in the Fields",,,3,,,Sore Leg 1; Kill'd 2. one at S. Mary Savoy; and one by the Fall of a Stack of Chimnies at S. Dunstan in the West ,,,171,,,129,,,300,,,230,,,208,,,438,,,0,,,57,,,,1,,132,,,0,,
BL-1682-12-verso,TRUE,30076,38055,10399,1,1682,,,12,,,BL-1682-12-verso,,,6,,,March,,,13,,,March,,,3,,,27,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,7,,,2,,,,1,,,1,,68,,,59,,,,1,,,1,,,1,,12,,,,1,,,1,,,1,,,1,,,1,,46,,,,1,,44,,,Flox and Small Pox 44,,,2,,,,1,,,1,,3,,,,1,,2,,,,1,,,1,,,1,,19,,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,2,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,13,,,5,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,2,,,1,,,,1,,,1,,9,,,1,,,8,,,,1,,,1,,,1,,5,,,,1,,,1,,16,,,2,,,3,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,3,,,,1,,,1,,2,,,"Kill'd 2. one with Fire-Shovel at S, George Southwark; and one by the Fall of a Brick wall at St. Martin in the fields 2. ",,,2,,,"Cut his own Throat, being distracted, at S. Botolph Bishopsgate 1; Hanged herself at S. Mary Whitechappel 1.1. ",,,,1,,,1,,134,,,143,,,277,,,202,,,183,,,385,,,0,,,-53,,,,1,,132,,,0,,
BL-1682-13-verso,TRUE,30077,38056,10400,1,1682,,,13,,,BL-1682-13-verso,,,13,,,March,,,20,,,March,,,2,,,21,,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,10,,,2,,,,1,,,1,,53,,,57,,,1,,,,1,,,1,,3,,,1,,,Drowned accidentally in a Pond at S. Leonard Shoreditch,,,,1,,,1,,,1,,42,,,2,,,34,,,,,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,27,,,,1,,,1,,,1,,,1,,,1,,4,,,1,,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,10,,,9,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,5,,,,1,,,1,,,1,,16,,,,1,,11,,,,1,,,1,,1,,,8,,,,1,,,1,,18,,,2,,,1,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,1,,,Murther'd at S. Martin in the fields,,,,1,,,1,,1,,,Kild accidentally by ringing of a Bell at S. Giles Criplegate,,,135,,,150,,,285,,,210,,,154,,,364,,,0,,,-21,,,,1,,132,,,0,,
BL-1683-01-verso,TRUE,30224,38095,10306,1,1683,,,1,,,BL-1683-01-verso,,,18,,,December,,,25,,,December,,,,1,,29,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,5,,,,1,,1,,,47,,,70,,,,1,,,1,,,1,,15,,,,1,,,1,,,1,,,1,,,1,,33,,,,1,,50,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,24,,,,1,,,1,,,1,,,1,,,1,,1,,,4,,,,1,,,1,,2,,,,1,,3,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,6,,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,10,,,,1,,9,,,,1,,,1,,4,,,,1,,,1,,,1,,22,,,1,,1,7,,,1,,1,,1,,3,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,1,,Kild 2 one at S. Giles in the Fields 1; Kild...one with a Fall from a Scaffold at S. James Clerkenwell 1,1,,130,,,117,,,247,,,285,,,186,,,371,,,0,,,-56,,,,1,,132,,,0,,
BL-1683-02-verso,TRUE,30225,38096,10307,1,1683,,,2,,,BL-1683-02-verso,,,25,,,December,,,1,,,January,,,1,,,29,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,4,,,,1,,1,,,64,,,80,,,,1,,,1,,,1,,12,,,1,,,Drowned at S. Olave Southwark 1;,,,,1,,,1,,,1,,42,,,,1,,55,,,,1,,,1,,,1,,,1,,3,,,,1,,1,,,,1,,,1,,1,,,51,,,,1,,,1,,,1,,,1,,,1,,1,,,5,,,,1,,,1,,2,,,,1,,3,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,6,,,,1,,,1,,,1,,1,,,,1,,2,,1,,1,,,1,,14,,,5,,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,12,,,,1,,8,,,,1,,,1,,2,,,3,,,,1,,,1,,25,,,2,,,14,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,2,,,"Kild 3, one with a Rapier at S. Sepulchres 1; Murthered at S. Mary Savoy 1",,,,1,,,1,,2,,,Kild...one by a Fall into a Cellar at S. Mary White Chappel 1; Kild... and one at S. Martin in the Fields 1,,,132,,,124,,,256,,,233,,,237,,,470,,,0,,,99,,,,1,,132,,,0,,
BL-1683-03-verso,TRUE,30226,38097,10308,1,1683,,,3,,,BL-1683-03-verso,,,1,,,January,,,8,,,January,,,3,,,36,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,9,,,4,,,,1,,,1,,78,,,45,,,,1,,,1,,,1,,25,,,,1,,,1,,,1,,,1,,,1,,48,,,,1,,64,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,42,,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,16,,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,18,,,,1,,19,,,,1,,,1,,,1,,9,,,,1,,,1,,13,,,3,,,13,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,Kild by a Fall from a House at S Stephen Colemanstreet 1;,,,147,,,136,,,283,,,209,,,258,,,467,,,0,,,-3,,,,1,,132,,,0,,
BL-1683-03-verso,TRUE,30231,38102,10317,1,1683,,,3,,,BL-1683-03-verso,,,5,,,February,,,12,,1,February,,,5,,,44,,,,1,,6,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,8,,,4,,,,1,,,1,,80,,,64,,,1,,,,1,,,1,,20,,,,1,,,1,,1,,,,1,,,1,,54,,,,1,,67,,,,1,,1,,,,1,,,1,,4,,,,1,,3,,,,1,,,1,,,1,,28,,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,2,,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,10,,,10,,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,8,,,,1,,10,,1,,1,,,1,,1,,,7,,,,1,,,1,,28,,,,1,,37,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,Found Murthered in the street by the Mother at S. Alph[?]ge 1;,,,,1,,,1,,,1,,,1,,145,,,142,,,287,,,277,,,248,,,525,,,0,,,-4,,,,1,,132,,,0,,
BL-1683-04-verso,TRUE,30227,38098,10309,1,1683,,,4,,,BL-1683-04-verso,,,8,,,January,,,15,,,January,,,5,,,50,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,2,,,,1,,13,,,5,,,,1,,,1,,100,,,69,,,,1,,,1,,,1,,23,,,,1,,,1,,,1,,,1,,,1,,47,,,1,,,93,,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,1,,,,1,,1,,,40,,,,1,,,1,,,1,,,1,,,1,,2,,,4,,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,19,,,7,,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,2,,,,1,,,1,,16,,,1,,,14,,,,1,,,1,,2,,,9,,,,1,,,1,,31,,1,2,,,27,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,2,,,2,,,"Murtherd 2. one by her Husband at Lambeth, and one at S Martin in the Fields;",,,,1,,,1,,4,,,Chin-Cough 1; Kild 3. one at S. Giles in the Fields 1; Kild... and two by the Fall of a peice of Timber at S. Andrew Holborn 2,,,128,,,150,,,278,,,306,,,308,,,614,,,0,,,147,,,,1,,132,,,0,,
BL-1683-05-verso,TRUE,30228,38099,10310,1,1683,,,5,,,BL-1683-05-verso,,,15,,,January,,,22,,,January,,,3,,,46,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,9,,,,1,,,1,,,1,,64,,,68,,,,1,,,1,,,1,,11,,,,1,,,1,,,1,,,1,,,1,,34,,1,,1,,75,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,23,,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,9,,,6,,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,1,,,Starv'd at S. Giles Cripplegate,,,10,,,,1,,10,,,,1,,,1,,2,,,10,,,,1,,,1,,20,,,,1,,20,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,5,,,,1,,,1,,2,,,Kill'd...one by a Coach at S. Paul Covent Garden 1; Murthered in Infant at S Faiths 1,,,,1,,,1,,2,,,Burnt accidentally at S. Dunstan in the West 1; Kild...one by the Fall of a Mass of a Earth at S. Martin in the Fields 1,,,184,,,165,,,349,,,222,,,224,,,446,,,0,,,-168,,,,1,,132,,,0,,
BL-1683-06-verso,TRUE,30229,38100,10311,1,1683,,,6,,,BL-1683-06-verso,,,22,,,January,,,29,,,January,,,3,,,40,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,2,,,,1,,,1,,84,,,82,,,,1,,,1,,,1,,16,,,,1,,,1,,,1,,,1,,,1,,33,,,,1,,84,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,39,,,,1,,1,,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,10,,,5,,,,1,,1,,1,,1,,,1,,,1,,1,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,12,,,1,,,11,,,,1,,,1,,2,,,10,,,,1,,,1,,23,,,3,,,15,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,Scalded accidentally at S. Leonard Shoreditch 1,,,162,,,164,,,326,,,258,,,247,,,505,,,0,,,59,,,,1,,132,,,0,,
BL-1683-07-verso,TRUE,30230,38101,10316,1,1683,,,7,,,BL-1683-07-verso,,,29,,,January,,,5,,,February,,,2,,,46,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,9,,,7,,,,1,,,1,,87,,,75,,,,1,,,1,,,1,,18,,,,1,,,1,,1,,,,1,,,1,,41,,,,1,,68,,,,1,,1,,,,1,,,1,,4,,,,1,,,1,,1,,,,1,,,1,,28,,,,1,,,1,,,1,,,1,,,1,,3,,,6,,,,1,,,1,,2,,,,1,,4,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,14,,,7,,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,11,,,,1,,15,,,,1,,,1,,4,,,5,,,,1,,,1,,25,,,6,,,19,,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,,1,,1,,,1,,,Kild...one by a Waggon at Stepney;,,,1,,,Hanged herself at S. Mary White Chappel 1,,,3,,,Burnt accidentally at St. Andrew Holborn 1; Kild 2. one by excessive drinking at S. Sepulchres 1; Kild...and one at S. Clement Danes 1,,,178,,,129,,,307,,,245,,,284,,,529,,,0,,,24,,,,1,,132,,,0,,
BL-1683-09-verso,TRUE,30232,38103,10318,1,1683,,,9,,,BL-1683-09-verso,,,12,,,February,,,19,,,February,,,3,,,36,,,2,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,11,,,3,,,,1,,,1,,68,,,69,,,,1,,,1,,,1,,16,,,2,,,"Drowned 2. one at Alhallows Barkin, and one accidentally at S Saviours Southwark;",,,,1,,,1,,,1,,45,,,,1,,44,,,,1,,,1,,,1,,,1,,4,,,,1,,1,,,,1,,,1,,,1,,22,,,,1,,,1,,,1,,,1,,,1,,3,,,5,,,,1,,,1,,1,,,,1,,3,,,,1,,,1,,2,,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,15,,1,6,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,5,,,1,,1,15,,,,1,,,1,,1,,,8,,,,1,,,1,,20,,,,1,,12,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,155,,,175,,,330,,,213,,,222,,,435,,,0,,,-90,,,,1,,132,,,0,,
BL-1683-10-verso,TRUE,30257,38104,10319,1,1683,,,10,,,BL-1683-10-verso,,,19,,,February,,,26,,,February,,,3,,,28,,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,1,,,,1,,4,,,3,,,,1,,1,,,65,,,65,,,,1,,,1,,,1,,13,,,1,,,Drown'd at S. Kathar. Tower 1;,,,,1,,,1,,,1,,56,,,1,,,35,,,,1,,,1,,,1,,,1,,3,,,,1,,2,,,1,,,,1,,,1,,18,,,,1,,,1,,,1,,,1,,,1,,3,,,1,,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,1,,1,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,11,,1,3,,,,1,,1,,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,14,,,,1,,5,,,,1,,,1,,,1,,5,,,,1,,,1,,27,,,2,,,12,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,Killd 3. One accidentally by a Coach at S. Peter Poor;,,,,1,,,1,,2,,,Killd 2...one at S. Giles in the Feilds and one at S. Martin in the Feilds;,,,185,,,157,,,342,,,226,,,181,,,407,,,0,,,-28,,,,1,,132,,,0,,
BL-1683-11-verso,TRUE,30258,38105,10320,1,1683,,,11,,,BL-1683-11-verso,,,26,,,February,,,4,,,March,,,2,,,27,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,3,,,2,,,,1,,,1,,70,,,66,,,,1,,,1,,,1,,22,,,1,,,Drown'd at S. Kathar. Tower 1;,,,,1,,,1,,,1,,44,,,1,,,36,,,,1,,1,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,29,,,,1,,1,,,,1,,,1,,,1,,3,,,2,,,,1,,,1,,4,,,,1,,3,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,12,,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,9,,,1,,,5,,,,1,,,1,,,1,,4,,,,1,,,1,,18,,,1,,,5,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,Shot at S. Bridget 1;,,,,1,,,1,,1,,,Scalded in a Brewers Copper at Stepny 1;,,,156,,,129,,,285,,,224,,,172,,,396,,,0,,,-11,,,,1,,132,,,0,,
BL-1683-12-verso,TRUE,30259,38106,10321,1,1683,,,12,,,BL-1683-12-verso,,,4,,,March,,,11,,1,March,,,4,,,30,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,8,,,2,,,,1,,,1,,79,,,75,,1,1,,,,1,,,1,,23,,,,1,,,1,,1,,,,1,,,1,,40,,,1,,,40,,,,1,,1,,,,1,,,1,,3,,,,1,,1,,,1,,,,1,,,1,,41,,,,1,,,1,,,1,,,1,,,1,,2,,,3,,,,1,,,1,,3,,,,1,,2,,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,6,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,8,,,6,,,,1,,1,,,,1,,,1,,,1,,,1,,5,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,12,,,1,,,9,,,,1,,,1,,3,,,8,,,,1,,,1,,26,,,2,,,9,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,1,,,Shot with a Musket at S. Sepulchres 1;,,,,1,,,1,,,1,,,1,,153,,,141,,,294,,,261,,,208,,,469,,,0,,,73,,,,1,,132,,,0,,
BL-1683-13-verso,TRUE,30260,38107,10322,1,1683,,,13,,,BL-1683-13-verso,,,11,,,March,,,18,,,March,,,2,,,30,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,3,,,,1,,3,,,31,,,,1,,,1,,76,,,77,,,,1,,,1,,,1,,27,,,,1,,,1,,1,,,,1,,,1,,45,,,,1,,18,,,,1,,,1,,,1,,,1,,2,,,,1,,1,,,1,,,,1,,,1,,34,,,,1,,,1,,,1,,,1,,,1,,3,,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,10,,,4,,,,1,,2,,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,14,,,,1,,14,,,,1,,,1,,1,,,5,,,,1,,,1,,24,,,,1,,10,,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,1,,,Murthered by the Mother at S. Mary Savoy,,,,1,,,1,,2,,,Kild 2. one with the Fall of a B[a]rrel of Beer at S. James Clerkenwell 1; Kild...and one by a parcel of Earth at S. Mary Whitechappel 1,,,159,,,125,,,284,,,234,,,201,,,435,,,0,,,-34,,,,1,,132,,,0,,
